Datetime,CO(GT),NOx(GT),NO2(GT),O3(GT),SO2(GT),PM2.5,PM2.6,PM2.7,PM2.8,PM2.9,PM2.10,PM2.11,PM2.12,PM2.13,PM2.14,PM2.15,PM2.16,PM2.17,PM2.18,PM2.19,PM2.20
2024-01-01 00:00:00,-0.24888706346755005,0.17266064949211266,0.4558131961030255,0.3164685744115916,-1.0632070118965171,0.4304935908457273,0.3842362107267427,0.492873448985821,-0.9633308058505567,0.8403258320931827,-0.3836901695557892,0.16445923703042084,-0.24546079486802302,-0.13707199513610335,-0.4624116910680917,0.37650887784928244,-0.5230404786619086,0.9441653782914787,0.6432187394076221,-0.75,-0.9166666666666666
2024-01-01 01:00:00,0.889567620125493,0.6436699827748438,0.3890648802380197,-0.7989988175778884,-1.0716557335310406,-0.6637675867722451,-0.06477910035900111,-0.7009990853452279,-1.0012814068881093,0.9079138051170513,-0.7861959525180744,0.7535671240467363,0.1052744269101595,0.1329108074863545,-0.7136361991275937,-0.17961446748444418,0.6855224575150732,0.8740655990621592,-0.5516345908789333,-0.75,-0.8333333333333334
2024-01-01 02:00:00,0.45740104823291966,0.5523249864543375,-0.8079533953649252,-0.48375320472273764,-0.09234041474177351,-0.3385347777303991,-0.9132640183945971,0.266505743194265,-0.5620127187185507,-0.9934122560802561,-0.7239912850709038,0.5121682152100332,-0.04043886695270654,4.528156475217276,-0.11987221229871643,-0.4478398786740598,0.7825232830819963,0.01261826654737954,-0.7247982920680871,-0.75,-0.75
2024-01-01 03:00:00,0.1939453442704863,-0.6709398455289363,0.865196743399712,0.5483383332799713,-1.0115530793398257,0.29665602550405246,0.8642048317584722,0.37768174921758274,0.6049843070265785,-0.3648695067959717,-0.6168797254719802,0.71447882988295,1.8695335818370895,-0.5864312642807482,1.1574104745028662,0.23278507272262697,1.0959252087416185,0.2992441884651297,-0.5592172651735573,-0.75,-0.6666666666666666
2024-01-01 04:00:00,-0.6806606591176597,-0.680323119881385,0.1486392229698832,0.07246380239843236,0.9499251239960392,-0.06681889859506171,0.9915586802042078,-0.49606645139631717,0.8189744362276065,0.6810831427984503,-0.5715552239088635,-0.8496940125908006,0.025573697223020803,-0.5173712711189036,0.08095055161924387,0.4851665859199553,-0.015358784212823821,0.13091249501407232,0.06310483386771185,-0.75,-0.5833333333333334
2024-01-01 05:00:00,-0.6807083176948064,-0.44036600671669796,-0.26568636255633593,0.8480301546730942,-0.6115303378286174,0.44769072822376804,-0.14002983338277308,-0.17576360244998446,-0.22224656756241512,0.07612510674276929,-0.49541327882025504,-0.3488696826963407,-0.28632312342656824,-0.18161124772837478,-0.11708525914653663,-0.500090223262195,-0.8208230196651793,0.5105755010005074,1.014147594809863,-0.75,-0.5
2024-01-01 06:00:00,-0.8741691398169789,-0.2529191200981195,0.5292105380659614,-0.12164852599674598,-0.09150773678144046,0.8943066535571169,0.23618192059209614,-0.35134190323074865,0.12571437262055565,0.6210376048396521,-0.46938432721374296,-0.34773619233544256,-0.5697198582533588,-0.3637993622646412,-0.06505406730493948,-0.409178777845123,-1.5767503862039205,0.27533801781223977,0.5357017969408127,-0.75,-0.4166666666666667
2024-01-01 07:00:00,0.7225298267350548,-0.1573178344329194,-0.48091669057610975,0.735066785049526,-0.9454733102699774,-0.8001079417682176,-0.10036199761769277,0.9900304545262516,0.4156726480661792,0.7131374967383652,-0.07444758035602307,0.3072422264589968,0.7329047235345014,0.40876543412230437,1.6923191541145077,0.28235733958232856,-0.5836825972937004,-0.1654394521569763,1.0088746761714258,-0.75,-0.3333333333333333
2024-01-01 08:00:00,0.19879916325404454,0.38997176507860076,0.40166550496335396,-0.08240428814310735,0.010969034318696896,0.38950923318071395,-0.36491909892063795,-0.5581763342403175,0.9167862629262457,-0.11247696043996022,0.031766534255827844,-0.09625702359089323,-0.09269242304862663,-0.004234300651853232,0.024884594008651797,0.9415075912393714,0.03876357711273885,0.30180048772947654,0.34444007976116797,-0.75,-0.25
2024-01-01 09:00:00,0.41013515274202567,-0.8671014933720275,-0.9213620474269874,0.9476347317271022,-0.283888643282816,-0.571826960518424,-0.8687411520353636,-0.8953216594615238,0.8355871061833606,-0.28062304569570334,-0.3640333589321007,0.5403776780731632,6.97235380006704,0.16661272666236504,-0.5112387927562524,-0.5826812456827992,0.9476930756515173,-0.713803843832315,1.1080283126589225,-0.75,-0.16666666666666666
